month_year,vehicle_class,ev_sales_quantity
2022-01,Three Wheeler (Passenger),611
2022-01,Three Wheeler (Personal),14
2022-01,Tow Truck,0
2022-01,Tower Wagon,0
2022-01,Tractor (Commercial),0
2022-01,Tractor-Trolley(Commercial),0
2022-01,Trailer (Agricultural),0
2022-01,Trailer (Commercial),0
2022-01,Trailer For Personal Use,0
2022-01,Vehicle Fitted With Compressor,0
2022-01,Vehicle Fitted With Rig,0
2022-02,Adapted Vehicle,1
2022-02,Agricultural Tractor,0
2022-02,Ambulance,0
2022-02,Animal Ambulance,0
2022-02,Armoured/Specialised Vehicle,0
2022-02,Articulated Vehicle,0
2022-02,Auxiliary Trailer,0
2022-02,Breakdown Van,0
2022-02,Bus,133
2022-02,Camper Van / Trailer,0
2022-02,Camper Van / Trailer (Private Use),0
2022-02,Cash Van,0
2022-02,Construction Equipment Vehicle,1
2022-02,Construction Equipment Vehicle (Commercial),0
2022-02,Crane Mounted Vehicle,0
2022-02,Dumper,0
2022-02,E-Rickshaw With Cart (G),1778
2022-02,E-Rickshaw(P),16618
2022-02,Earth Moving Equipment,0
2022-02,Educational Institution Bus,0
2022-02,Excavator (Commercial),0
2022-02,Excavator (Nt),0
2022-02,Fire Fighting Vehicle,0
2022-02,Fire Tenders,0
2022-02,Fork Lift,9
2022-02,Goods Carrier,24
2022-02,Harvester,0
2022-02,Hearses,0
2022-02,Library Van,0
2022-02,Luxury Cab,0
2022-02,M-Cycle/Scooter,32313
2022-02,M-Cycle/Scooter-With Side Car,32
2022-02,Maxi Cab,0
2022-02,Mobile Canteen,0
2022-02,Mobile Clinic,0
2022-02,Mobile Workshop,0
2022-02,Moped,1626
2022-02,Motor Cab,144
2022-02,Motor Car,2305
2022-02,Motor Cycle/Scooter-Sidecar(T),0
2022-02,Motor Cycle/Scooter-Used For Hire,635
2022-02,Motorised Cycle (Cc > 25Cc),1116
2022-02,Omni Bus,0
2022-02,Omni Bus (Private Use),0
2022-02,Power Tiller,0
2022-02,Private Service Vehicle,0
2022-02,Private Service Vehicle (Individual Use),0
2022-02,Quadricycle (Commercial),0
2022-02,Recovery Vehicle,0
2022-02,Road Roller,0
2022-02,Semi-Trailer (Commercial),0
2022-02,Three Wheeler (Goods),803
2022-02,Three Wheeler (Passenger),511
2022-02,Three Wheeler (Personal),7
2022-02,Tow Truck,0
2022-02,Tower Wagon,0
2022-02,Tractor (Commercial),0
2022-02,Tractor-Trolley(Commercial),0
2022-02,Trailer (Agricultural),0
2022-02,Trailer (Commercial),0
2022-02,Trailer For Personal Use,0
2022-02,Vehicle Fitted With Compressor,0
2022-02,Vehicle Fitted With Generator,0
2022-02,Vehicle Fitted With Rig,0
2022-03,Adapted Vehicle,0
2022-03,Agricultural Tractor,0
2022-03,Ambulance,0
2022-03,Animal Ambulance,0
2022-03,Armoured/Specialised Vehicle,0
2022-03,Articulated Vehicle,0
2022-03,Breakdown Van,0
2022-03,Bus,78
2022-03,Camper Van / Trailer,0
2022-03,Camper Van / Trailer (Private Use),0
2022-03,Cash Van,0
2022-03,Construction Equipment Vehicle,5
2022-03,Construction Equipment Vehicle (Commercial),0
2022-03,Crane Mounted Vehicle,0
2022-03,Dumper,0
2022-03,E-Rickshaw With Cart (G),2331
2022-03,E-Rickshaw(P),20696
2022-03,Earth Moving Equipment,0
2022-03,Educational Institution Bus,0
2022-03,Excavator (Commercial),0
2022-03,Excavator (Nt),0
2022-03,Fire Fighting Vehicle,0
2022-03,Fire Tenders,0
2022-03,Fork Lift,0
2022-03,Goods Carrier,47
2022-03,Harvester,0
2022-03,Hearses,0
2022-03,Library Van,0
2022-03,Luxury Cab,0
2022-03,M-Cycle/Scooter,50425
2022-03,M-Cycle/Scooter-With Side Car,32
2022-03,Maxi Cab,0
2022-03,Mobile Clinic,0
2022-03,Mobile Workshop,0
2022-03,Modular Hydraulic Trailer,0
2022-03,Moped,2451
2022-03,Motor Cab,66
2022-03,Motor Car,3654
2022-03,Motor Cycle/Scooter-Sidecar(T),0
2022-03,Motor Cycle/Scooter-Used For Hire,155
2022-03,Motorised Cycle (Cc > 25Cc),1335
2022-03,Omni Bus,0
2022-03,Omni Bus (Private Use),0
2022-03,Power Tiller,0
2022-03,Private Service Vehicle,0
2022-03,Private Service Vehicle (Individual Use),0
2022-03,Quadricycle (Commercial),0
2022-03,Quadricycle (Private),0
2022-03,Recovery Vehicle,0
2022-03,Road Roller,0
2022-03,Three Wheeler (Goods),979
2022-03,Three Wheeler (Passenger),794
2022-03,Three Wheeler (Personal),32
2022-03,Tow Truck,0
2022-03,Tower Wagon,0
2022-03,Tractor (Commercial),0
2022-03,Tractor-Trolley(Commercial),0
2022-03,Trailer (Agricultural),0
2022-03,Trailer (Commercial),0
2022-03,Vehicle Fitted With Compressor,0
2022-03,Vehicle Fitted With Generator,0
2022-03,Vehicle Fitted With Rig,0
2022-04,Adapted Vehicle,3
2022-04,Agricultural Tractor,0
2022-04,Ambulance,0
2022-04,Animal Ambulance,0
2022-04,Armoured/Specialised Vehicle,0
2022-04,Articulated Vehicle,0
2022-04,Auxiliary Trailer,0
2022-04,Breakdown Van,0
2022-04,Bus,165
2022-04,Camper Van / Trailer,0
2022-04,Camper Van / Trailer (Private Use),0
2022-04,Cash Van,0
2022-04,Construction Equipment Vehicle,0
2022-04,Construction Equipment Vehicle (Commercial),0
2022-04,Crane Mounted Vehicle,0
2022-04,Dumper,0
2022-04,E-Rickshaw With Cart (G),1600
2022-04,E-Rickshaw(P),18454
2022-04,Earth Moving Equipment,0
2022-04,Educational Institution Bus,0
2022-04,Excavator (Commercial),0
2022-04,Excavator (Nt),0
2022-04,Fire Fighting Vehicle,0
2022-04,Fire Tenders,0
2022-04,Fork Lift,4
2022-04,Goods Carrier,56
2022-04,Harvester,0
2022-04,Hearses,0
2022-04,Library Van,0
2022-04,Luxury Cab,4
2022-04,M-Cycle/Scooter,49147
2022-04,M-Cycle/Scooter-With Side Car,22
2022-04,Maxi Cab,0
2022-04,Mobile Canteen,0
2022-04,Mobile Clinic,0
2022-04,Mobile Workshop,0
2022-04,Moped,2172
2022-04,Motor Cab,446
2022-04,Motor Car,1799
2022-04,Motor Cycle/Scooter-Sidecar(T),1
2022-04,Motor Cycle/Scooter-Used For Hire,563
2022-04,Motor Cycle/Scooter-With Trailer,1
2022-04,Motorised Cycle (Cc > 25Cc),1371
2022-04,Omni Bus,0
2022-04,Omni Bus (Private Use),0
2022-04,Power Tiller,0
2022-04,Private Service Vehicle,0
2022-04,Private Service Vehicle (Individual Use),0
2022-04,Quadricycle (Commercial),0
2022-04,Quadricycle (Private),0
2022-04,Recovery Vehicle,0
2022-04,Road Roller,0
2022-04,Three Wheeler (Goods),817
2022-04,Three Wheeler (Passenger),886
2022-04,Three Wheeler (Personal),11
2022-04,Tow Truck,0
2022-04,Tower Wagon,0
2022-04,Tractor (Commercial),0
2022-04,Tractor-Trolley(Commercial),0
2022-04,Trailer (Agricultural),0
2022-04,Trailer (Commercial),0
2022-04,Trailer For Personal Use,0
2022-04,Vehicle Fitted With Compressor,0
2022-04,Vehicle Fitted With Generator,0
2022-04,Vehicle Fitted With Rig,0
2022-05,Adapted Vehicle,2
2022-05,Agricultural Tractor,1
2022-05,Ambulance,0
2022-05,Animal Ambulance,0
2022-05,Armoured/Specialised Vehicle,0
2022-05,Articulated Vehicle,0
2022-05,Breakdown Van,0
2022-05,Bus,165
2022-05,Camper Van / Trailer,0
2022-05,Camper Van / Trailer (Private Use),0
2022-05,Cash Van,0
2022-05,Construction Equipment Vehicle,0
2022-05,Construction Equipment Vehicle (Commercial),0
2022-05,Crane Mounted Vehicle,0
2022-05,Dumper,0
2022-05,E-Rickshaw With Cart (G),1816
2022-05,E-Rickshaw(P),20960
2022-05,Earth Moving Equipment,0
2022-05,Educational Institution Bus,0
2022-05,Excavator (Commercial),0
2022-05,Excavator (Nt),0
2022-05,Fire Fighting Vehicle,0
2022-05,Fire Tenders,0
2022-05,Fork Lift,0
2022-05,Goods Carrier,44
2022-05,Harvester,0
2022-05,Hearses,0
2022-05,Library Van,0
2022-05,Luxury Cab,3
2022-05,M-Cycle/Scooter,39469
2022-05,M-Cycle/Scooter-With Side Car,9
2022-05,Maxi Cab,0
2022-05,Mobile Canteen,0
2022-05,Mobile Clinic,0
2022-05,Mobile Workshop,0
2022-05,Moped,1731
2022-05,Motor Cab,676
2022-05,Motor Car,2280
2022-05,Motor Cycle/Scooter-Sidecar(T),0
2022-05,Motor Cycle/Scooter-Used For Hire,361
2022-05,Motorised Cycle (Cc > 25Cc),844
2022-05,Omni Bus,0
2022-05,Omni Bus (Private Use),0
2022-05,Power Tiller,0
2022-05,Private Service Vehicle,0
2022-05,Private Service Vehicle (Individual Use),0
2022-05,Quadricycle (Commercial),0
2022-05,Quadricycle (Private),0
2022-05,Recovery Vehicle,0
2022-05,Road Roller,0
2022-05,Three Wheeler (Goods),858
2022-05,Three Wheeler (Passenger),688
2022-05,Three Wheeler (Personal),8
2022-05,Tow Truck,0
2022-05,Tower Wagon,0
2022-05,Tractor (Commercial),0
2022-05,Tractor-Trolley(Commercial),0
2022-05,Trailer (Agricultural),1
2022-05,Trailer (Commercial),0
2022-05,Vehicle Fitted With Compressor,0
2022-05,Vehicle Fitted With Generator,0
2022-05,Vehicle Fitted With Rig,0
2022-06,Adapted Vehicle,3
2022-06,Agricultural Tractor,0
2022-06,Ambulance,0
2022-06,Animal Ambulance,0
2022-06,Armoured/Specialised Vehicle,0
2022-06,Articulated Vehicle,0
2022-06,Breakdown Van,0
2022-06,Bus,145
2022-06,Camper Van / Trailer,0
2022-06,Camper Van / Trailer (Private Use),0
2022-06,Cash Van,0
2022-06,Construction Equipment Vehicle,0
2022-06,Construction Equipment Vehicle (Commercial),0
2022-06,Crane Mounted Vehicle,0
2022-06,Dumper,0
2022-06,E-Rickshaw With Cart (G),1857
2022-06,E-Rickshaw(P),24228
2022-06,Earth Moving Equipment,0
2022-06,Educational Institution Bus,0
2022-06,Excavator (Commercial),0
2022-06,Excavator (Nt),0
2022-06,Fire Fighting Vehicle,0
2022-06,Fire Tenders,0
2022-06,Fork Lift,9
2022-06,Goods Carrier,68
2022-06,Harvester,0
2022-06,Hearses,0
2022-06,Library Van,0
2022-06,Luxury Cab,1
2022-06,M-Cycle/Scooter,40754
2022-06,M-Cycle/Scooter-With Side Car,11
2022-06,Maxi Cab,0
2022-06,Mobile Canteen,0
2022-06,Mobile Clinic,0
2022-06,Mobile Workshop,0
2022-06,Moped,2009
2022-06,Motor Cab,276
2022-06,Motor Car,2933
2022-06,Motor Cycle/Scooter-Sidecar(T),0
2022-06,Motor Cycle/Scooter-Used For Hire,463
2022-06,Motorised Cycle (Cc > 25Cc),1144
2022-06,Omni Bus,0
2022-06,Omni Bus (Private Use),1
2022-06,Power Tiller,0
2022-06,Private Service Vehicle,0
2022-06,Private Service Vehicle (Individual Use),0
2022-06,Quadricycle (Commercial),0
2022-06,Quadricycle (Private),0
2022-06,Recovery Vehicle,0
2022-06,Road Roller,0
2022-06,Semi-Trailer (Commercial),0
2022-06,Three Wheeler (Goods),1184
2022-06,Three Wheeler (Passenger),759
2022-06,Three Wheeler (Personal),7
2022-06,Tow Truck,0
2022-06,Tower Wagon,0
2022-06,Tractor (Commercial),0
2022-06,Tractor-Trolley(Commercial),0
2022-06,Trailer (Agricultural),0
2022-06,Trailer (Commercial),0
2022-06,Tree Trimming Vehicle,0
2022-06,Vehicle Fitted With Compressor,0
2022-06,Vehicle Fitted With Generator,0
2022-06,Vehicle Fitted With Rig,0
2022-07,Adapted Vehicle,4
2022-07,Agricultural Tractor,0
2022-07,Ambulance,0
2022-07,Animal Ambulance,0
2022-07,Armoured/Specialised Vehicle,0
2022-07,Articulated Vehicle,0
2022-07,Breakdown Van,0
2022-07,Bus,207
2022-07,Camper Van / Trailer,0
2022-07,Camper Van / Trailer (Private Use),0
2022-07,Cash Van,0
2022-07,Construction Equipment Vehicle,0
2022-07,Construction Equipment Vehicle (Commercial),0
2022-07,Crane Mounted Vehicle,0
2022-07,Dumper,0
2022-07,E-Rickshaw With Cart (G),1996
2022-07,E-Rickshaw(P),27022
2022-07,Earth Moving Equipment,0
2022-07,Educational Institution Bus,0
2022-07,Excavator (Commercial),3
2022-07,Excavator (Nt),0
2022-07,Fire Fighting Vehicle,0
2022-07,Fire Tenders,0
2022-07,Fork Lift,4
2022-07,Goods Carrier,41
2022-07,Harvester,0
2022-07,Hearses,0
2022-07,Luxury Cab,10
2022-07,M-Cycle/Scooter,42872
2022-07,M-Cycle/Scooter-With Side Car,15
2022-07,Maxi Cab,0
2022-07,Mobile Canteen,0
2022-07,Mobile Clinic,0
2022-07,Mobile Workshop,0
2022-07,Moped,2347
2022-07,Motor Cab,447
2022-07,Motor Car,2949
2022-07,Motor Cycle/Scooter-Sidecar(T),0
2022-07,Motor Cycle/Scooter-Used For Hire,167
2022-07,Motorised Cycle (Cc > 25Cc),1203
2022-07,Omni Bus,0
2022-07,Omni Bus (Private Use),0
2022-07,Private Service Vehicle,1
2022-07,Private Service Vehicle (Individual Use),0
2022-07,Quadricycle (Commercial),0
2022-07,Quadricycle (Private),0
2022-07,Recovery Vehicle,0
2022-07,Road Roller,0
2022-07,Three Wheeler (Goods),846
2022-07,Three Wheeler (Passenger),743
2022-07,Three Wheeler (Personal),10
2022-07,Tow Truck,0
2022-07,Tower Wagon,0
2022-07,Tractor (Commercial),0
2022-07,Tractor-Trolley(Commercial),0
2022-07,Trailer (Agricultural),0
2022-07,Trailer (Commercial),0
2022-07,Trailer For Personal Use,0
2022-07,Vehicle Fitted With Compressor,0
2022-07,Vehicle Fitted With Generator,0
2022-07,Vehicle Fitted With Rig,0
2022-08,Adapted Vehicle,2
2022-08,Agricultural Tractor,0
2022-08,Ambulance,0
2022-08,Animal Ambulance,0
2022-08,Armoured/Specialised Vehicle,0
2022-08,Articulated Vehicle,0
2022-08,Auxiliary Trailer,0
2022-08,Breakdown Van,0
2022-08,Bus,227
2022-08,Camper Van / Trailer,0
2022-08,Camper Van / Trailer (Private Use),0
2022-08,Cash Van,0
2022-08,Construction Equipment Vehicle,0
2022-08,Construction Equipment Vehicle (Commercial),0
2022-08,Crane Mounted Vehicle,0
2022-08,Dumper,0
2022-08,E-Rickshaw With Cart (G),1446
2022-08,E-Rickshaw(P),29256
2022-08,Earth Moving Equipment,0
2022-08,Educational Institution Bus,0
2022-08,Excavator (Commercial),1
2022-08,Excavator (Nt),0
2022-08,Fire Fighting Vehicle,0
2022-08,Fire Tenders,0
2022-08,Fork Lift,9
2022-08,Goods Carrier,52
2022-08,Harvester,0
2022-08,Hearses,0
2022-08,Luxury Cab,15
2022-08,M-Cycle/Scooter,48192
2022-08,M-Cycle/Scooter-With Side Car,21
2022-08,Maxi Cab,0
2022-08,Mobile Canteen,0
2022-08,Mobile Clinic,0
2022-08,Mobile Workshop,0
2022-08,Moped,2387
2022-08,Motor Cab,437
2022-08,Motor Car,2906
2022-08,Motor Cycle/Scooter-Sidecar(T),0
2022-08,Motor Cycle/Scooter-Used For Hire,270
2022-08,Motorised Cycle (Cc > 25Cc),1356
2022-08,Omni Bus,0
2022-08,Omni Bus (Private Use),0
2022-08,Private Service Vehicle,0
2022-08,Private Service Vehicle (Individual Use),0
2022-08,Quadricycle (Commercial),0
2022-08,Quadricycle (Private),0
2022-08,Recovery Vehicle,0
2022-08,Road Roller,0
2022-08,Three Wheeler (Goods),1314
2022-08,Three Wheeler (Passenger),1113
2022-08,Three Wheeler (Personal),8
2022-08,Tow Truck,0
2022-08,Tractor (Commercial),0
2022-08,Tractor-Trolley(Commercial),0
2022-08,Trailer (Agricultural),0
2022-08,Trailer (Commercial),0
2022-08,Vehicle Fitted With Compressor,0
2022-08,Vehicle Fitted With Generator,0
2022-08,Vehicle Fitted With Rig,0
2022-09,Adapted Vehicle,1
2022-09,Agricultural Tractor,0
2022-09,Ambulance,0
2022-09,Animal Ambulance,0
2022-09,Articulated Vehicle,0
2022-09,Bus,216
2022-09,Camper Van / Trailer,0
2022-09,Camper Van / Trailer (Private Use),0
2022-09,Cash Van,0
2022-09,Construction Equipment Vehicle,0
2022-09,Construction Equipment Vehicle (Commercial),0
2022-09,Crane Mounted Vehicle,0
2022-09,Dumper,0
2022-09,E-Rickshaw With Cart (G),1784
2022-09,E-Rickshaw(P),33656
2022-09,Earth Moving Equipment,0
2022-09,Educational Institution Bus,0
2022-09,Excavator (Commercial),0
2022-09,Excavator (Nt),0
2022-09,Fire Fighting Vehicle,0
2022-09,Fire Tenders,0
2022-09,Fork Lift,1
2022-09,Goods Carrier,52
2022-09,Harvester,0
2022-09,Hearses,0
2022-09,Luxury Cab,25
2022-09,M-Cycle/Scooter,49522
2022-09,M-Cycle/Scooter-With Side Car,39
2022-09,Maxi Cab,0
2022-09,Mobile Canteen,0
2022-09,Mobile Clinic,0
2022-09,Mobile Workshop,0
2022-09,Moped,2202
2022-09,Motor Cab,295
2022-09,Motor Car,3226
2022-09,Motor Cycle/Scooter-Sidecar(T),0
2022-09,Motor Cycle/Scooter-Used For Hire,198
2022-09,Motorised Cycle (Cc > 25Cc),1321
2022-09,Omni Bus,0
2022-09,Omni Bus (Private Use),0
2022-09,Private Service Vehicle,0
2022-09,Private Service Vehicle (Individual Use),0
2022-09,Quadricycle (Commercial),0
2022-09,Quadricycle (Private),0
2022-09,Recovery Vehicle,0
2022-09,Road Roller,0
2022-09,Three Wheeler (Goods),970
2022-09,Three Wheeler (Passenger),1392
2022-09,Three Wheeler (Personal),3
2022-09,Tow Truck,0
2022-09,Tower Wagon,0
2022-09,Tractor (Commercial),0
2022-09,Tractor-Trolley(Commercial),0
2022-09,Trailer (Agricultural),0
2022-09,Trailer (Commercial),0
2022-09,Trailer For Personal Use,0
2022-09,Vehicle Fitted With Compressor,0
2022-09,Vehicle Fitted With Generator,0
2022-09,Vehicle Fitted With Rig,0
2022-10,Adapted Vehicle,3
2022-10,Agricultural Tractor,0
2022-10,Ambulance,0
2022-10,Animal Ambulance,0
2022-10,Armoured/Specialised Vehicle,0
2022-10,Articulated Vehicle,0
2022-10,Auxiliary Trailer,0
2022-10,Breakdown Van,0
2022-10,Bus,245
2022-10,Camper Van / Trailer,0
2022-10,Camper Van / Trailer (Private Use),0
2022-10,Cash Van,0
2022-10,Construction Equipment Vehicle,0
2022-10,Construction Equipment Vehicle (Commercial),0
2022-10,Crane Mounted Vehicle,0
2022-10,Dumper,0
2022-10,E-Rickshaw With Cart (G),2029
2022-10,E-Rickshaw(P),31588
2022-10,Earth Moving Equipment,0
2022-10,Educational Institution Bus,0
2022-10,Excavator (Commercial),1
2022-10,Excavator (Nt),0
2022-10,Fire Fighting Vehicle,0
2022-10,Fire Tenders,0
2022-10,Fork Lift,1
2022-10,Goods Carrier,49
2022-10,Harvester,0
2022-10,Hearses,0
2022-10,Library Van,0
2022-10,Luxury Cab,0
2022-10,M-Cycle/Scooter,72201
2022-10,M-Cycle/Scooter-With Side Car,23
2022-10,Maxi Cab,0
2022-10,Mobile Canteen,0
2022-10,Mobile Clinic,0
2022-10,Mobile Workshop,0
2022-10,Moped,3064
2022-10,Motor Cab,608
2022-10,Motor Car,3304
2022-10,Motor Cycle/Scooter-Sidecar(T),3
2022-10,Motor Cycle/Scooter-Used For Hire,505
2022-10,Motorised Cycle (Cc > 25Cc),1457
2022-10,Omni Bus,0
2022-10,Omni Bus (Private Use),0
2022-10,Private Service Vehicle,0
2022-10,Private Service Vehicle (Individual Use),0
2022-10,Quadricycle (Commercial),0
2022-10,Quadricycle (Private),0
2022-10,Recovery Vehicle,0
2022-10,Road Roller,0
2022-10,Three Wheeler (Goods),1012
2022-10,Three Wheeler (Passenger),1389
2022-10,Three Wheeler (Personal),4
2022-10,Tow Truck,0
2022-10,Tower Wagon,0
2022-10,Tractor (Commercial),0
2022-10,Tractor-Trolley(Commercial),0
2022-10,Trailer (Agricultural),0
2022-10,Trailer (Commercial),0
2022-10,Vehicle Fitted With Compressor,0
2022-10,Vehicle Fitted With Generator,0
2022-10,Vehicle Fitted With Rig,0
2022-11,Adapted Vehicle,3
2022-11,Agricultural Tractor,2
2022-11,Ambulance,0
2022-11,Animal Ambulance,0
2022-11,Armoured/Specialised Vehicle,0
2022-11,Articulated Vehicle,0
2022-11,Breakdown Van,0
2022-11,Bulldozer,0
2022-11,Bus,117
2022-11,Camper Van / Trailer,0
2022-11,Camper Van / Trailer (Private Use),0
2022-11,Cash Van,0
2022-11,Construction Equipment Vehicle,0
2022-11,Construction Equipment Vehicle (Commercial),0
2022-11,Crane Mounted Vehicle,0
2022-11,Dumper,0
2022-11,E-Rickshaw With Cart (G),1956
2022-11,E-Rickshaw(P),35646
2022-11,Earth Moving Equipment,0
2022-11,Educational Institution Bus,0
2022-11,Excavator (Commercial),0
2022-11,Excavator (Nt),0
2022-11,Fire Fighting Vehicle,0
2022-11,Fire Tenders,0
2022-11,Fork Lift,0
2022-11,Goods Carrier,80
2022-11,Harvester,0
2022-11,Hearses,0
2022-11,Luxury Cab,0
2022-11,M-Cycle/Scooter,71933
2022-11,M-Cycle/Scooter-With Side Car,29
2022-11,Maxi Cab,0
2022-11,Mobile Canteen,0
2022-11,Mobile Clinic,0
2022-11,Moped,2862
2022-11,Motor Cab,424
2022-11,Motor Car,3553
2022-11,Motor Cycle/Scooter-Sidecar(T),0
2022-11,Motor Cycle/Scooter-Used For Hire,14
2022-11,Motor Cycle/Scooter-With Trailer,0
2022-11,Motorised Cycle (Cc > 25Cc),1937
2022-11,Omni Bus,0
2022-11,Omni Bus (Private Use),0
2022-11,Power Tiller,0
2022-11,Private Service Vehicle,0
2022-11,Private Service Vehicle (Individual Use),0
2022-11,Quadricycle (Commercial),0
2022-11,Quadricycle (Private),0
2022-11,Recovery Vehicle,0
2022-11,Road Roller,0
2022-11,Semi-Trailer (Commercial),0
2022-11,Snorked Ladders,0
2022-11,Three Wheeler (Goods),1497
2022-11,Three Wheeler (Passenger),1516
2022-11,Three Wheeler (Personal),1
2022-11,Tractor (Commercial),0
2022-11,Tractor-Trolley(Commercial),0
2022-11,Trailer (Agricultural),0
2022-11,Trailer (Commercial),0
2022-11,Vehicle Fitted With Compressor,0
2022-11,Vehicle Fitted With Generator,0
2022-11,Vehicle Fitted With Rig,0
2022-12,Adapted Vehicle,0
2022-12,Agricultural Tractor,0
2022-12,Ambulance,0
2022-12,Animal Ambulance,0
2022-12,Armoured/Specialised Vehicle,0
2022-12,Articulated Vehicle,0
2022-12,Bus,161
2022-12,Camper Van / Trailer,0
2022-12,Camper Van / Trailer (Private Use),0
2022-12,Cash Van,0
2022-12,Construction Equipment Vehicle,0
2022-12,Construction Equipment Vehicle (Commercial),0
2022-12,Crane Mounted Vehicle,0
2022-12,Dumper,0
2022-12,E-Rickshaw With Cart (G),1969
2022-12,E-Rickshaw(P),30916
2022-12,Earth Moving Equipment,0
2022-12,Educational Institution Bus,0
2022-12,Excavator (Commercial),0
2022-12,Excavator (Nt),0
2022-12,Fire Fighting Vehicle,0
2022-12,Fire Tenders,0
2022-12,Fork Lift,6
2022-12,Goods Carrier,92
2022-12,Harvester,0
2022-12,Hearses,0
2022-12,Library Van,0
2022-12,Luxury Cab,0
2022-12,M-Cycle/Scooter,61094
2022-12,M-Cycle/Scooter-With Side Car,22
2022-12,Maxi Cab,1
2022-12,Mobile Canteen,0
2022-12,Mobile Clinic,0
2022-12,Mobile Workshop,0
2022-12,Moped,2169
2022-12,Motor Cab,916
2022-12,Motor Car,2918
2022-12,Motor Cycle/Scooter-Sidecar(T),0
2022-12,Motor Cycle/Scooter-Used For Hire,139
2022-12,Motorised Cycle (Cc > 25Cc),1217
2022-12,Omni Bus,0
2022-12,Omni Bus (Private Use),0
2022-12,Private Service Vehicle,0
2022-12,Private Service Vehicle (Individual Use),1
2022-12,Quadricycle (Commercial),0
2022-12,Quadricycle (Private),0
2022-12,Recovery Vehicle,0
2022-12,Road Roller,0
2022-12,Three Wheeler (Goods),1794
2022-12,Three Wheeler (Passenger),1546
2022-12,Three Wheeler (Personal),2
2022-12,Tow Truck,0
2022-12,Tractor (Commercial),0
2022-12,Tractor-Trolley(Commercial),0
2022-12,Trailer (Agricultural),0
2022-12,Trailer (Commercial),0
2022-12,Trailer For Personal Use,0
2022-12,Vehicle Fitted With Compressor,0
2022-12,Vehicle Fitted With Generator,0
2022-12,Vehicle Fitted With Rig,0
2023-01,Adapted Vehicle,3
2023-01,Agricultural Tractor,0
2023-01,Ambulance,0
2023-01,Animal Ambulance,0
2023-01,Armoured/Specialised Vehicle,0
2023-01,Articulated Vehicle,0
2023-01,Auxiliary Trailer,0
2023-01,Breakdown Van,0
2023-01,Bulldozer,0
2023-01,Bus,138
2023-01,Camper Van / Trailer,0
2023-01,Camper Van / Trailer (Private Use),0
2023-01,Cash Van,0
2023-01,Construction Equipment Vehicle,0
2023-01,Construction Equipment Vehicle (Commercial),0
2023-01,Crane Mounted Vehicle,0
2023-01,Dumper,0
2023-01,E-Rickshaw With Cart (G),1993
2023-01,E-Rickshaw(P),29908
2023-01,Earth Moving Equipment,0
2023-01,Educational Institution Bus,0
2023-01,Excavator (Commercial),0
2023-01,Excavator (Nt),0
2023-01,Fire Fighting Vehicle,0
2023-01,Fire Tenders,0
2023-01,Fork Lift,0
2023-01,Goods Carrier,87
2023-01,Harvester,0
2023-01,Hearses,0
2023-01,Library Van,0
2023-01,Luxury Cab,17
2023-01,M-Cycle/Scooter,61761
2023-01,M-Cycle/Scooter-With Side Car,23
2023-01,Maxi Cab,1
2023-01,Mobile Clinic,0
2023-01,Mobile Workshop,0
2023-01,Moped,1687
2023-01,Motor Cab,453
2023-01,Motor Car,2968
2023-01,Motor Cycle/Scooter-Sidecar(T),0
2023-01,Motor Cycle/Scooter-Used For Hire,141
2023-01,Motorised Cycle (Cc > 25Cc),1066
2023-01,Omni Bus,1
2023-01,Omni Bus (Private Use),0
2023-01,Power Tiller,0
2023-01,Private Service Vehicle,0
2023-01,Private Service Vehicle (Individual Use),0
2023-01,Quadricycle (Commercial),0
2023-01,Quadricycle (Private),0
2023-01,Recovery Vehicle,0
2023-01,Road Roller,0
2023-01,Three Wheeler (Goods),1325
2023-01,Three Wheeler (Passenger),1267
2023-01,Three Wheeler (Personal),0
2023-01,Tow Truck,0
2023-01,Tower Wagon,0
2023-01,Tractor (Commercial),0
2023-01,Tractor-Trolley(Commercial),0
2023-01,Trailer (Agricultural),0
2023-01,Trailer (Commercial),0
2023-01,Vehicle Fitted With Compressor,0
2023-01,Vehicle Fitted With Generator,0
2023-01,Vehicle Fitted With Rig,0
2023-02,Adapted Vehicle,5
2023-02,Agricultural Tractor,0
2023-02,Ambulance,0
2023-02,Animal Ambulance,0
2023-02,Armoured/Specialised Vehicle,0
2023-02,Articulated Vehicle,0
2023-02,Bus,117
2023-02,Camper Van / Trailer,0
2023-02,Camper Van / Trailer (Private Use),0
2023-02,Cash Van,0
2023-02,Construction Equipment Vehicle,0
2023-02,Construction Equipment Vehicle (Commercial),0
2023-02,Crane Mounted Vehicle,0
2023-02,Dumper,0
2023-02,E-Rickshaw With Cart (G),2442
2023-02,E-Rickshaw(P),30670
2023-02,Earth Moving Equipment,0
2023-02,Educational Institution Bus,0
2023-02,Excavator (Commercial),0
2023-02,Excavator (Nt),0
2023-02,Fire Fighting Vehicle,0
2023-02,Fire Tenders,0
2023-02,Fork Lift,0
2023-02,Goods Carrier,129
2023-02,Harvester,0
2023-02,Hearses,0
2023-02,Luxury Cab,8
2023-02,M-Cycle/Scooter,63241
2023-02,M-Cycle/Scooter-With Side Car,45
2023-02,Maxi Cab,0
2023-02,Mobile Clinic,0
2023-02,Mobile Workshop,0
2023-02,Moped,1678
2023-02,Motor Cab,387
